sample_id,ic50_Omicron
e57f2f36-b3a8-4a47-abbd-2d0f4ed40510,481.329718511602
86a9ddcd-6a1d-4202-8ffe-e81c562e9f77,365.397620417018
a1f46caa-bd04-41a7-8ea4-c5e4de545d09,345.835936412216
a1846e52-a88a-41e5-aab4-14f3e78b7d16,118.272002222519
c4a699ee-dbfb-4ed5-a7b2-c4e59f4bc712,250.897228648156
e96fb134-842d-4e16-8d89-ff50204e84a5,113.635714577824
2c7472b8-e3aa-4523-a59a-66649ebb81e7,413.481631495944
c98c87a0-87f4-4926-9b72-cff780eb31fb,330.418305042906
d9f87f0c-ce2b-4032-b190-5a87ad5d177a,355.506863271629
0218f509-5637-414b-8d36-c2a31328b197,364.877586693461
c66a0e9c-f00f-4347-8586-d64abfb937da,154.686922863176
85875424-a431-4f3f-8ccd-9f28f5f02e4c,400.01798160931
effe4710-8eca-4387-a8b5-add33ff3c57a,501.61038725678
db27d107-8d18-440c-958d-ff86aaf58b8d,132.939871870911
b4cde786-9d02-448c-8223-0d3912b15a4c,245.056586781971
8827474c-311f-411a-be9f-3c508fb9a942,347.618684429363
1cb352a9-c29f-470d-bc79-01185c2da284,291.235687795423
27520a74-827d-4d04-8d0b-bd14166cc881,-21.8412210443104
f5a383e3-d77f-42f6-af84-2b16d9e18b22,486.503858285652
3862698e-6342-410a-b7d6-6a270e3da185,371.002960933322
d944083d-f735-4f1c-993d-64a452f0d2dd,294.489079192638
4b49127f-31b5-4830-9056-1991f7b5110b,116.01411803984
4e8e3a01-7f72-4d36-81ff-264dac0417b1,89.54868966994
de9dbb7e-1860-4aa6-a3ae-1238398b2f6a,316.069545203244
ee13d36a-2e65-4b62-96db-942490348300,245.047345341748
b733ae3d-e973-4229-ab38-6c76ec77dfaf,391.734385467576
38c8d386-1b3e-49ab-844d-38e558080a3a,55.3097852108851
3f8af1b0-daee-4c09-90b5-287537f8848e,320.838476673603
e80a4369-ca3b-4173-a95a-52a5d6af6244,87.5490379429127
6637905d-efdc-4f51-9101-7224eab4b257,233.867970680832
3786c500-7b0a-49eb-b369-b3db37f67090,425.898830325703
c2fc18b6-8aa9-4bae-8ef2-30fbb9f5a3c9,95.1231107780614
e385d5b0-4a19-42aa-8bd0-545f6d6e1830,128.63311375136
f393cfde-8932-469c-a4ad-f12471a6da26,264.010615459408
6dde1619-e267-4cae-8275-8680aee1eee4,332.290433759231
b6035ac3-767f-4188-b181-61b48f0b2f5b,114.821075905136
79832bc3-e282-4297-947a-65fab719d810,104.093505161496
869f2d20-0a23-45ee-9d66-900a5b9cf1e5,200.864818773687
976cfdf1-3bff-452f-8ea6-fa96dfac0bd2,232.548037338537
9994d2b5-8148-44a2-98de-6db8398e5ebc,375.167205158438
ee165271-a58b-44cd-91da-808095f82076,134.71226140163
1a3e7427-5651-4720-88ac-bad812f6854b,478.172772293472
21b0e1af-af4a-4a4b-9656-b82d0ec78eb0,327.179165028444
a016992d-7a7d-4443-b5d7-c5f450a170a7,394.457925478307
7a3d687f-7db9-4696-8468-ec74a800ef67,207.349638880694
ff24eaf3-e3e0-4bf9-b97e-03a3267bb748,314.403003208647
74c2e13d-69d1-4447-b815-bb9df20e3c05,125.878326662945
8827aac6-c771-4cbc-bfb0-5987491fca26,341.803550643901
822345f0-c868-4653-880c-cdb42e61256f,391.552415645736
b78b9a21-724b-4cf9-9b37-1ba06f21a017,237.962034019483
9b137e41-3468-4094-8da8-8674d8eacf07,185.448314546569
c22b9a66-d953-4737-ba4c-b08283952209,346.577479461709
7087da45-350c-4331-92ca-332113ff9041,338.076231503675
5087c632-d151-46c0-b999-434507034e21,344.234113592231
